45.988,46.861,48.716,46.935,53.591,49.629,47.000,48.897,49.421,48.010,48.234,57.798,50.208,47.490,46.409,46.694,46.817,47.526,47.597,46.635,46.748,46.238,45.534,45.405,46.026,46.454,46.423,47.008,47.786,46.163,45.788,48.655,47.829,47.806,46.688,45.696,46.002,45.760,47.490,48.758,48.367,47.058,45.403,47.117,46.911,46.857,46.272,47.478,44.901,46.484,45.377,46.349,47.163,47.556,46.258,47.518,46.407,49.708,47.379,45.994,46.808,47.724,48.048,47.181,48.157,47.591,48.125,46.567,49.105,46.456,47.292,46.159,46.185,48.744,47.218,47.893,46.700,49.764,47.589,46.865,45.651,46.639,49.044,46.232,45.028,45.722,46.062,46.306,47.524,47.978,46.903,48.095,46.508,48.365,45.248,48.613,47.431,46.401,46.464,46.345,45.028,47.746,46.183,45.069,47.010,47.490,46.298,47.710,47.530,47.421,46.077,47.980,47.746,49.145,46.123,45.603,45.867,48.163,46.397,46.317,47.708,47.722,46.458,45.905,46.333,47.935,46.964,47.804,
45.962,46.935,47.433,47.849,51.038,49.198,48.615,49.700,51.159,48.286,47.304,47.815,45.385,45.569,45.520,46.073,47.341,46.675,46.881,48.278,51.071,51.387,47.698,47.200,46.151,47.075,45.784,44.621,48.010,46.823,47.917,45.970,48.474,47.137,48.319,46.946,47.133,47.212,46.419,46.593,46.135,46.081,47.712,46.419,46.002,47.081,46.149,47.746,46.228,46.996,46.798,48.131,46.609,47.119,46.542,46.909,46.935,47.012,46.401,48.034,47.298,48.431,46.931,47.210,46.593,47.393,45.774,46.548,46.450,45.603,48.214,47.208,48.506,46.915,46.851,45.575,46.155,46.861,47.808,47.347,46.062,46.347,48.236,47.581,49.371,46.141,46.494,47.887,47.282,46.774,46.411,46.256,48.119,45.817,48.210,46.577,47.153,47.081,47.034,48.048,47.052,45.238,46.964,46.565,47.202,48.367,46.518,45.544,47.345,46.278,45.720,45.020,46.675,44.764,46.113,48.232,46.728,46.940,46.192,45.621,46.494,46.536,47.302,46.538,46.214,46.109,45.589,46.377,
48.919,47.522,45.907,46.325,49.062,46.647,49.692,48.877,49.556,47.167,45.752,46.248,45.780,45.671,48.363,45.873,47.236,47.835,46.161,45.736,46.732,48.542,48.565,47.522,46.367,46.232,46.075,47.911,46.688,49.167,46.280,45.575,47.228,46.558,45.472,45.968,47.280,45.200,48.460,46.268,47.484,46.512,46.708,48.857,47.405,46.679,46.355,47.800,47.218,46.296,47.542,48.478,45.772,47.454,48.359,47.151,46.008,46.669,49.038,47.633,46.560,45.948,47.361,47.992,45.625,47.825,46.635,45.300,45.230,47.853,46.881,48.181,46.677,47.812,46.333,48.179,47.611,49.565,46.762,46.994,46.165,45.498,46.462,47.506,45.845,44.950,46.367,47.071,46.716,45.460,46.474,46.413,48.972,45.774,47.706,47.145,47.903,47.395,46.855,44.853,46.433,48.409,47.562,45.931,45.796,45.502,47.629,46.091,45.734,46.720,46.099,46.843,46.802,46.956,49.762,47.601,46.754,45.131,47.067,47.228,47.028,46.581,45.940,46.831,45.526,45.968,45.254,47.823,
50.619,47.276,46.873,45.982,46.929,47.526,46.181,46.724,45.554,46.101,45.079,46.085,46.454,49.851,47.653,46.730,47.613,54.383,54.294,48.018,47.373,44.730,46.685,45.167,47.661,46.639,45.752,46.458,46.657,45.488,46.716,47.871,46.988,48.587,47.131,48.028,47.409,46.903,46.649,46.312,45.867,48.365,46.962,49.044,47.712,47.137,47.589,46.819,45.692,46.450,48.639,45.548,47.776,47.294,45.413,46.355,46.387,46.315,45.589,47.839,47.992,48.567,46.770,46.224,46.976,48.492,46.240,46.062,47.700,46.954,45.359,44.020,46.944,44.677,46.121,46.994,47.423,45.385,47.728,44.560,45.869,47.250,46.246,46.139,45.196,46.367,45.823,46.629,45.990,45.425,45.863,48.115,47.222,46.258,47.226,45.700,46.409,46.931,47.841,47.708,46.798,46.264,45.442,47.038,45.558,47.020,48.343,47.456,45.454,46.044,45.560,47.381,46.448,46.601,47.645,45.980,45.044,45.278,47.345,46.847,46.337,46.157,45.399,47.631,45.863,46.685,47.296,45.520,
48.992,47.333,46.929,51.171,48.240,48.712,46.883,46.940,49.421,47.065,45.994,45.502,45.458,46.393,45.976,46.984,52.329,72.010,64.290,49.988,48.048,46.290,46.851,46.808,46.681,46.526,47.498,49.831,47.258,46.065,45.958,48.226,46.345,45.298,47.073,47.627,49.498,47.440,47.653,45.337,46.093,46.659,48.649,49.458,49.444,45.863,46.105,46.635,45.891,46.986,45.117,45.833,47.466,47.577,48.514,47.512,47.637,45.246,47.633,49.397,46.683,46.692,48.730,47.107,48.351,47.952,47.657,47.558,47.893,47.714,46.591,47.498,46.423,46.679,47.510,47.448,47.915,47.562,46.764,47.069,46.554,46.306,46.919,46.603,45.843,47.411,47.415,47.909,48.337,46.615,45.651,45.867,46.381,47.435,46.159,44.974,45.770,45.857,46.700,47.774,45.994,47.119,47.603,48.071,48.141,46.748,47.873,46.718,47.702,48.302,47.365,47.226,47.903,45.907,47.284,47.131,46.756,45.585,45.794,47.022,47.052,45.476,46.669,46.724,47.435,45.736,45.500,47.008,
47.921,46.542,46.972,48.270,47.048,45.704,46.792,46.246,46.254,46.490,44.881,45.284,46.238,46.169,47.764,46.554,46.808,48.915,48.333,47.341,47.607,45.478,45.369,46.629,47.772,46.889,46.690,46.427,46.675,45.804,47.776,48.002,46.613,47.758,46.978,46.246,46.968,46.161,46.333,47.002,47.488,47.462,46.208,45.994,47.038,46.659,48.048,46.669,46.484,48.433,46.722,46.278,45.929,48.254,47.784,45.669,45.413,46.252,46.367,47.685,46.550,45.540,46.885,48.018,48.496,47.073,46.373,45.312,48.435,48.438,49.319,46.522,47.085,45.758,46.298,46.478,46.107,46.651,47.730,47.028,47.200,46.649,46.141,46.327,46.595,46.671,45.996,45.887,46.327,46.151,47.859,45.419,46.143,46.359,47.048,46.163,46.337,47.843,46.361,45.514,45.780,49.796,46.984,47.641,46.333,49.571,49.248,48.260,46.304,46.595,46.363,47.798,46.232,46.165,45.300,46.095,44.946,48.385,45.891,46.310,46.343,45.700,45.591,46.891,46.679,46.262,45.506,45.935,
45.700,47.502,47.623,46.863,46.690,46.855,46.804,47.163,45.492,49.323,46.188,47.081,46.808,45.776,48.915,46.919,45.510,47.950,46.472,47.284,46.756,45.857,44.788,45.244,46.218,46.343,44.853,45.804,46.593,46.766,48.778,47.218,46.204,46.369,47.657,45.278,44.706,46.119,45.748,46.058,47.381,47.859,47.720,46.048,45.149,47.542,48.097,47.742,46.968,48.790,47.317,46.075,46.905,47.304,46.938,46.135,46.938,47.260,46.984,46.641,47.264,48.597,46.177,48.462,46.323,46.460,47.262,47.226,47.732,46.923,46.375,44.389,45.427,45.867,46.637,46.948,47.111,46.480,48.790,45.883,46.942,47.454,46.425,46.270,49.520,47.016,46.956,46.532,45.931,45.879,48.359,46.065,45.845,47.490,47.700,47.054,45.504,45.794,47.044,47.601,46.030,46.000,45.938,47.427,46.544,46.371,46.292,45.833,46.415,46.159,46.857,46.323,47.502,48.702,47.008,47.585,46.599,46.748,47.530,50.097,46.216,46.641,47.321,46.925,47.298,47.512,47.462,45.216,
47.008,47.385,47.214,46.966,48.276,47.310,48.877,49.966,46.845,44.696,45.788,46.486,56.488,50.470,46.046,48.052,47.355,46.946,46.702,46.778,45.732,46.589,49.278,46.470,46.919,45.925,45.730,45.518,45.895,47.210,45.171,46.554,47.440,45.867,48.210,47.222,47.778,47.010,46.109,46.419,45.302,47.692,46.081,47.056,46.579,46.056,47.456,46.542,46.907,46.577,47.583,47.651,46.657,45.308,47.159,45.518,48.117,45.712,46.460,46.212,48.508,47.433,45.367,46.373,46.256,48.153,47.504,47.748,47.746,45.815,46.058,47.052,45.347,47.290,48.129,46.746,46.847,47.371,46.661,47.550,47.625,47.504,46.847,45.833,46.155,46.841,48.155,47.270,45.020,47.627,46.619,47.448,46.196,45.554,46.266,46.942,47.724,48.815,47.835,45.960,47.369,47.748,46.446,48.631,47.851,46.173,46.429,45.054,46.137,48.175,53.976,56.778,49.613,46.986,44.373,50.736,48.758,48.736,45.962,48.470,46.573,45.810,46.573,47.774,48.163,46.978,48.891,48.347,
48.653,49.415,47.704,46.710,47.008,52.774,49.986,46.956,46.742,45.734,49.423,49.671,56.875,54.224,45.780,47.982,49.673,47.661,46.986,46.395,46.089,47.573,45.091,46.788,50.089,47.560,48.024,46.202,46.046,46.337,45.970,46.282,46.714,47.071,46.218,48.149,46.675,46.331,46.325,47.256,45.593,47.611,47.121,46.502,46.256,45.675,45.665,47.494,45.946,44.972,46.145,46.389,49.492,47.361,46.734,50.363,47.161,46.024,47.236,45.988,45.526,47.016,45.798,46.540,47.593,47.208,48.016,45.589,46.246,44.450,47.492,47.667,45.379,46.562,47.337,45.619,45.558,45.206,47.058,45.016,47.121,45.466,45.800,47.377,48.645,45.917,47.298,46.361,48.046,50.161,46.482,45.956,46.002,45.667,47.349,47.792,45.833,46.421,46.151,46.111,46.200,46.222,47.518,46.460,46.577,45.728,46.611,45.393,45.018,56.087,56.415,51.696,49.940,49.530,48.228,47.956,46.829,47.992,46.605,47.627,46.387,46.484,46.933,46.206,46.857,46.270,46.244,46.976,
46.613,46.357,47.913,46.448,47.952,45.492,46.798,45.298,47.790,46.938,47.321,46.901,46.403,46.573,45.810,46.690,48.506,47.802,48.133,47.754,48.524,45.659,46.593,48.050,47.478,49.843,47.601,51.050,47.990,46.573,46.996,45.659,45.857,45.746,45.462,46.853,45.456,46.512,46.391,44.718,47.159,47.861,46.127,46.435,45.385,46.397,46.611,45.532,47.175,48.996,46.544,47.405,46.387,47.036,47.683,45.440,48.782,47.542,47.863,45.780,46.690,47.972,45.869,45.391,48.583,49.825,49.327,49.901,46.607,45.522,45.425,46.514,48.395,46.933,46.673,46.871,47.665,48.556,46.542,46.659,47.343,47.984,51.312,46.986,46.946,46.341,46.034,46.375,45.718,47.079,47.278,46.964,47.538,47.012,48.921,47.153,46.546,46.153,45.770,46.466,47.183,46.488,44.988,47.083,46.028,45.982,45.873,45.673,46.752,64.056,56.490,50.762,48.655,46.601,45.565,46.778,47.446,47.603,46.823,46.278,46.389,47.591,46.970,46.302,45.448,46.399,46.496,46.325,
